treatment;number;date;Cylindrospermium;Chlamydomonas terricola;Ankistrodesmus sp.;Phacus smulkowskia;Cryptomonas sp.;Oocystis sp.;Tetraedron sp.;Nitzschia sp.;Fragilaria capucina;Coccoid Cyanobacterium;Eudorina elegans;Gymnodinium sp;Peridinium cinctum;Closterium navicula;Staurastrum hirsutum;Tetmemorus laevis;Stichococcus sp.;Microthamnion sp.;Cosmarium biretum;all
HVP;6;04.10.2006;0;0;0;0;0;0;0;0;0;6956581.268;0;0;0;0;0;0;0;0;0;6956581.268
HVP;7;04.10.2006;0;29270974.36;0;0;0;0;0;0;0;3551.994752;0;0;0;0;0;0;0;0;0;29274526.35
HVP;8;04.10.2006;0;25248838.03;16690.09582;0;0;0;0;0;0;427.9511749;0;0;0;0;0;0;0;0;0;25265956.08
LSA;1;01.11.2006;0;15581432.55;0;0;0;0;0;0;0;807.2715344;0;0;0;0;0;0;0;0;0;15582239.82
LSA;2;01.11.2006;0;30131885.37;0;0;0;0;0;0;0;1915.291288;0;0;0;0;0;0;0;0;0;30133800.66
LSA;3;01.11.2006;0;26634591.56;0;0;0;0;0;0;0;303.589295;0;0;0;0;0;0;0;0;0;26634895.15
LSA;4;01.11.2006;0;0;0;0;0;0;0;0;0;3345478.19;0;0;0;0;0;0;0;0;0;3345478.19
LSA;5;01.11.2006;0;8721083.024;0;0;0;0;0;0;0;493.3326044;0;0;0;0;0;0;0;0;0;8721576.357
LSA;6;01.11.2006;0;28565959.68;0;0;0;0;0;0;0;3288.884029;0;0;0;0;0;0;0;0;0;28569248.56
LSA;7;01.11.2006;0;29715596.75;0;0;0;0;0;0;0;338.2852144;0;0;0;0;0;0;0;0;0;29715935.04
LSA;8;01.11.2006;0;0;0;0;0;0;0;0;0;8222909.3;0;0;0;0;0;0;0;0;0;8222909.3
LSP;1;01.11.2006;0;0;0;0;0;0;0;0;0;3601883.452;0;0;0;0;0;0;0;0;0;3601883.452
LSP;2;01.11.2006;0;0;0;0;0;0;0;0;0;7527816.498;0;0;0;0;0;0;0;0;0;7527816.498
LSP;3;01.11.2006;0;0;0;0;0;0;0;0;0;4010038.769;0;0;0;0;0;0;0;0;0;4010038.769
LSP;4;01.11.2006;0;0;0;0;0;0;0;0;0;5168441.116;0;0;0;0;0;0;0;0;0;5168441.116
LSP;5;01.11.2006;0;0;0;0;0;0;0;0;0;4964581.49;0;0;0;0;0;0;0;0;0;4964581.49
LSP;6;01.11.2006;0;0;0;0;0;0;0;0;0;4679657.683;0;0;0;0;0;0;0;0;0;4679657.683
LSP;7;01.11.2006;0;0;0;0;0;0;0;0;0;4549482.703;0;0;0;0;0;0;0;0;0;4549482.703
LSP;8;01.11.2006;0;0;0;0;0;0;0;0;0;2069670.519;0;0;0;0;0;0;0;0;0;2069670.519
LVA;1;01.11.2006;0;0;0;0;0;0;0;0;0;2888810.823;0;0;0;0;0;0;0;0;0;2888810.823
LVA;2;01.11.2006;0;0;0;0;0;0;0;0;0;6015058.153;0;0;0;0;0;0;0;0;0;6015058.153
LVA;3;01.11.2006;0;0;0;0;0;0;0;0;0;5017762.262;0;0;0;0;0;0;0;0;0;5017762.262
LVA;4;01.11.2006;0;0;0;0;0;0;0;0;0;6104428.194;0;0;0;0;0;0;0;0;0;6104428.194
LVA;5;01.11.2006;0;0;0;0;0;0;0;0;0;4510740.15;0;0;0;0;0;0;0;0;0;4510740.15
LVA;6;01.11.2006;0;0;0;0;0;0;0;0;0;3415530.488;0;0;0;0;0;0;0;0;0;3415530.488
LVA;7;01.11.2006;0;0;0;0;0;0;0;0;0;5167919.736;0;0;0;0;0;0;0;0;0;5167919.736
LVA;8;01.11.2006;0;0;0;0;0;0;0;0;0;3763908.249;0;0;0;0;0;0;0;0;0;3763908.249
LVP;1;01.11.2006;0;0;0;0;0;0;0;0;0;5527103.24;0;0;0;0;0;0;0;0;0;5527103.24
LVP;2;01.11.2006;0;0;0;0;0;0;0;0;0;4685413.719;0;0;0;0;0;0;0;0;0;4685413.719
LVP;3;01.11.2006;0;0;0;0;0;0;0;0;0;4333016.373;0;0;0;0;0;0;0;0;0;4333016.373
LVP;4;01.11.2006;0;0;0;0;0;0;0;0;0;4078846.561;0;0;0;0;0;0;0;0;0;4078846.561
LVP;5;01.11.2006;0;0;0;0;0;0;0;0;0;5986277.97;0;0;0;0;0;0;0;0;0;5986277.97
LVP;6;01.11.2006;0;0;0;0;0;0;0;0;0;5907132.468;0;0;0;0;0;0;0;0;0;5907132.468
LVP;7;01.11.2006;0;0;0;0;0;0;0;0;0;4434279.978;0;0;0;0;0;0;0;0;0;4434279.978
LVP;8;01.11.2006;0;0;0;0;0;0;0;0;0;4577155.956;0;0;0;0;0;0;0;0;0;4577155.956
HSA;1;01.11.2006;0;0;0;0;0;0;0;0;0;5605283.173;0;0;0;0;0;0;0;0;0;5605283.173
HSA;2;01.11.2006;0;0;0;0;0;0;0;0;0;4673901.646;0;0;0;0;0;0;0;0;0;4673901.646
HSA;3;01.11.2006;0;0;0;0;0;0;0;0;0;4800534.449;0;0;0;0;0;0;0;0;0;4800534.449
HSA;4;01.11.2006;0;0;0;0;0;0;0;0;0;6491530.064;0;0;0;0;0;0;0;0;0;6491530.064
HSA;5;01.11.2006;0;0;0;0;0;0;0;0;0;7617754.569;0;0;0;0;0;0;0;0;0;7617754.569
HSA;6;01.11.2006;0;0;0;0;0;0;0;0;0;7617754.569;0;0;0;0;0;0;0;0;0;7617754.569
HSA;7;01.11.2006;0;0;0;0;0;0;0;0;0;8510711.126;0;0;0;0;0;0;0;0;0;8510711.126
HSA;8;01.11.2006;0;0;0;0;0;0;0;0;0;7866583.23;0;0;0;0;0;0;0;0;0;7866583.23
HSP;1;01.11.2006;0;0;0;0;0;0;0;0;0;5835182.012;0;0;0;0;0;0;0;0;0;5835182.012
HSP;2;01.11.2006;0;0;0;0;0;0;0;0;0;1676576.453;0;0;0;0;0;0;0;0;0;1676576.453
HSP;3;01.11.2006;0;0;0;0;0;0;0;0;0;4054036.059;0;0;0;0;0;0;0;0;0;4054036.059
HSP;4;01.11.2006;0;23083312.69;0;0;0;0;0;0;0;1052.442889;0;0;0;0;0;0;0;0;0;23084365.13
HSP;5;01.11.2006;40301031.12;129681.532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40430712.65
HSP;6;01.11.2006;0;0;0;0;0;0;0;0;0;4224519.653;0;0;0;0;0;0;0;0;0;4224519.653
HSP;7;01.11.2006;0;14461455.69;0;0;0;0;0;0;0;221730.5815;0;0;0;0;0;0;0;0;0;14683186.27
HSP;8;01.11.2006;0;0;0;0;0;0;0;0;0;3313832.448;0;0;0;0;0;0;0;0;0;3313832.448
HVA;1;01.11.2006;0;0;0;0;0;0;0;0;0;7211975.157;0;0;0;0;0;0;0;0;0;7211975.157
HVA;2;01.11.2006;0;0;0;0;0;0;0;0;0;5149150.052;0;0;0;0;0;0;0;0;0;5149150.052
HVA;3;01.11.2006;0;0;0;0;0;0;0;0;0;6015058.153;0;0;0;0;0;0;0;0;0;6015058.153
HVA;4;01.11.2006;0;0;0;0;0;0;0;0;0;6707381.433;0;0;0;0;0;0;0;0;0;6707381.433
HVA;5;01.11.2006;0;0;0;0;0;0;0;0;0;6507519.054;0;0;0;0;0;0;0;0;0;6507519.054
HVA;6;01.11.2006;0;0;0;0;0;0;0;0;0;6941102.85;0;0;0;0;0;0;0;0;0;6941102.85
HVA;7;01.11.2006;0;0;0;0;0;0;0;0;0;7799429.471;0;0;0;0;0;0;0;0;0;7799429.471
HVA;8;01.11.2006;0;0;0;0;0;0;0;0;0;8459317.942;0;0;0;0;0;0;0;0;0;8459317.942
HVP;1;01.11.2006;0;0;0;0;0;0;0;0;0;5099097.561;0;0;0;0;0;0;0;0;0;5099097.561
HVP;2;01.11.2006;0;0;0;0;0;0;0;0;0;4343675.7;0;0;0;0;0;0;0;0;0;4343675.7
HVP;3;01.11.2006;0;0;0;0;0;0;0;0;0;5278547.118;0;0;0;0;0;0;0;0;0;5278547.118
HVP;4;01.11.2006;48245109.67;407570.529;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48652680.19
HVP;5;01.11.2006;0;34452060.32;0;0;0;0;0;0;0;986.6652088;0;0;0;0;0;0;0;0;0;34453046.99
HVP;6;01.11.2006;0;0;0;0;0;0;0;0;0;6660556.533;0;0;0;0;0;0;0;0;0;6660556.533
HVP;7;01.11.2006;0;45895985.66;6022.947622;0;0;0;0;0;0;257.390924;0;0;0;0;0;0;0;0;0;45902266
HVP;8;01.11.2006;0;0;0;0;0;0;0;0;0;1633469.82;0;0;0;0;0;0;0;0;0;1633469.82
LSA;1;13.12.2006;0;8161702.765;0;0;0;0;0;0;0;845.7130361;0;0;0;0;0;0;0;0;0;8162548.478
LSA;2;13.12.2006;0;7924982.509;0;0;0;0;0;0;0;1503.489842;0;0;0;0;0;0;0;0;0;7926485.999
LSA;3;13.12.2006;0;5390298.02;0;0;0;0;0;0;0;657.7768058;0;0;0;0;0;0;0;0;0;5390955.797
LSA;4;13.12.2006;0;0;0;0;0;0;0;0;0;2603007.622;0;0;0;0;0;0;0;0;0;2603007.622
LSA;5;13.12.2006;0;7800103.996;0;0;0;0;0;0;0;1227.850038;0;0;0;0;0;0;0;0;0;7801331.846
LSA;6;13.12.2006;0;8605138.943;0;0;0;0;0;0;0;1755.929609;0;0;0;0;0;0;0;0;0;8606894.872
LSA;7;13.12.2006;0;8971604.166;0;0;0;0;0;0;0;4682.1749;0;0;0;0;0;0;0;0;0;8976286.341
LSA;8;13.12.2006;0;0;0;0;0;0;0;0;0;2830615.601;0;0;0;0;0;0;0;0;0;2830615.601
LSP;1;13.12.2006;0;0;0;0;0;0;0;0;0;6176227.175;0;0;0;0;0;0;0;0;0;6176227.175
LSP;2;13.12.2006;0;0;0;0;0;0;0;0;0;2453889.249;0;0;0;0;0;0;0;0;0;2453889.249
LSP;3;13.12.2006;0;0;0;0;0;0;0;0;0;3904511.433;0;0;0;0;0;0;0;0;0;3904511.433
LSP;4;13.12.2006;0;0;0;0;0;0;0;0;0;3876040.714;0;0;0;0;0;0;0;0;0;3876040.714
LSP;5;13.12.2006;0;0;0;0;0;0;0;0;0;3798984.097;0;0;0;0;0;0;0;0;0;3798984.097
LSP;6;13.12.2006;0;0;0;0;0;0;0;0;0;4610585.245;0;0;0;0;0;0;0;0;0;4610585.245
LSP;7;13.12.2006;0;0;0;0;0;0;0;0;0;6316492.697;0;0;0;0;0;0;0;0;0;6316492.697
LSP;8;13.12.2006;0;0;0;0;0;0;0;0;0;3432460.007;0;0;0;0;0;0;0;0;0;3432460.007
LVA;1;13.12.2006;0;0;0;0;0;0;0;0;0;1309498.306;0;0;0;0;0;0;0;0;0;1309498.306
LVA;2;13.12.2006;0;0;0;0;0;0;0;0;0;976127.8582;0;0;0;0;0;0;0;0;0;976127.8582
LVA;3;13.12.2006;0;0;0;0;0;0;0;0;0;1709756.03;0;0;0;0;0;0;0;0;0;1709756.03
LVA;4;13.12.2006;0;0;0;0;0;0;0;0;0;1665139.133;0;0;0;0;0;0;0;0;0;1665139.133
LVA;5;13.12.2006;0;0;0;0;0;0;0;0;0;1555986.644;0;0;0;0;0;0;0;0;0;1555986.644
LVA;6;13.12.2006;0;0;0;0;0;0;0;0;0;2456918.742;0;0;0;0;0;0;0;0;0;2456918.742
LVA;7;13.12.2006;0;0;0;0;0;0;0;0;0;2567831.843;0;0;0;0;0;0;0;0;0;2567831.843
LVA;8;13.12.2006;0;0;0;0;0;0;0;0;0;841427.8826;0;0;0;0;0;0;0;0;0;841427.8826
LVP;1;13.12.2006;0;0;0;0;0;0;0;0;0;1623599.264;0;0;0;0;0;0;0;0;0;1623599.264
LVP;2;13.12.2006;0;0;0;0;0;0;0;0;0;4555017.354;0;0;0;0;0;0;0;0;0;4555017.354
LVP;3;13.12.2006;0;0;0;0;0;0;0;0;0;4364122.227;0;0;0;0;0;0;0;0;0;4364122.227
LVP;4;13.12.2006;0;0;0;0;0;0;0;0;0;4178265.788;0;0;0;0;0;0;0;0;0;4178265.788
LVP;5;13.12.2006;0;0;0;0;0;0;0;0;0;3995648.677;0;0;0;0;0;0;0;0;0;3995648.677
LVP;6;13.12.2006;0;0;0;0;0;0;0;0;0;1782157.458;0;0;0;0;0;0;0;0;0;1782157.458
LVP;7;13.12.2006;0;0;0;0;0;0;0;0;0;3146885.75;0;0;0;0;0;0;0;0;0;3146885.75
LVP;8;13.12.2006;0;0;0;0;0;0;0;0;0;2945736.332;0;0;0;0;0;0;0;0;0;2945736.332
HSA;1;13.12.2006;0;0;0;0;0;0;0;0;0;2336950.823;0;0;0;0;0;0;0;0;0;2336950.823
HSA;2;13.12.2006;0;0;0;0;0;0;0;0;0;2397389.206;0;0;0;0;0;0;0;0;0;2397389.206
HSA;3;13.12.2006;0;0;0;0;0;0;0;0;0;1952447.584;0;0;0;0;0;0;0;0;0;1952447.584
HSA;4;13.12.2006;0;0;0;0;0;0;0;0;0;1505853.422;0;0;0;0;0;0;0;0;0;1505853.422
HSA;5;13.12.2006;0;0;0;0;0;0;0;0;0;3586730.25;0;0;0;0;0;0;0;0;0;3586730.25
HSA;6;13.12.2006;0;0;0;0;0;0;0;0;0;1860351;0;0;0;0;0;0;0;0;0;1860351
HSA;7;13.12.2006;0;0;0;0;0;0;0;0;0;2628590.006;0;0;0;0;0;0;0;0;0;2628590.006
HSA;8;13.12.2006;0;0;0;0;0;0;0;0;0;3387838.632;0;0;0;0;0;0;0;0;0;3387838.632
HSP;1;13.12.2006;0;0;0;0;0;0;0;0;0;1610507.476;0;0;0;0;0;0;0;0;0;1610507.476
HSP;2;13.12.2006;0;0;0;0;0;0;0;0;0;4242595.876;0;0;0;0;0;0;0;0;0;4242595.876
HSP;3;13.12.2006;0;0;0;0;0;0;0;0;0;2722266.679;0;0;0;0;0;0;0;0;0;2722266.679
HSP;4;13.12.2006;0;14020115.27;0;0;0;0;0;0;0;2815.100736;0;0;0;0;0;0;0;0;0;14022930.37
HSP;5;13.12.2006;4663895.966;23157.41642;0;0;0;0;0;0;0;9567.128721;0;0;0;0;0;0;0;0;0;4696620.511
HSP;6;13.12.2006;0;0;0;0;0;0;0;0;0;5859645.167;0;0;0;0;0;0;0;0;0;5859645.167
HSP;7;13.12.2006;0;5532158.97;0;0;0;0;0;0;0;453841.3402;0;0;0;0;0;0;0;0;0;5986000.31
HSP;8;13.12.2006;0;0;0;0;0;0;0;0;0;3408395.905;0;0;0;0;0;0;0;0;0;3408395.905
HVA;1;13.12.2006;0;0;0;0;0;0;0;0;0;2493272.657;0;0;0;0;0;0;0;0;0;2493272.657
HVA;2;13.12.2006;0;0;0;0;0;0;0;0;0;3675007.926;0;0;0;0;0;0;0;0;0;3675007.926
HVA;3;13.12.2006;0;0;0;0;0;0;0;0;0;2939176.143;0;0;0;0;0;0;0;0;0;2939176.143
HVA;4;13.12.2006;0;0;0;0;0;0;0;0;0;2827229.698;0;0;0;0;0;0;0;0;0;2827229.698
HVA;5;13.12.2006;0;0;0;0;0;0;0;0;0;2331194.787;0;0;0;0;0;0;0;0;0;2331194.787
HVA;6;13.12.2006;0;0;0;0;0;0;0;0;0;2456918.742;0;0;0;0;0;0;0;0;0;2456918.742
HVA;7;13.12.2006;0;0;0;0;0;0;0;0;0;2541744.543;0;0;0;0;0;0;0;0;0;2541744.543
HVA;8;13.12.2006;0;0;0;0;0;0;0;0;0;2316804.695;0;0;0;0;0;0;0;0;0;2316804.695
HVP;1;13.12.2006;0;0;0;0;0;0;0;0;0;2803528.371;0;0;0;0;0;0;0;0;0;2803528.371
HVP;2;13.12.2006;0;0;0;0;0;0;0;0;0;2214703.571;0;0;0;0;0;0;0;0;0;2214703.571
HVP;3;13.12.2006;0;0;0;0;0;0;0;0;0;4881118.961;0;0;0;0;0;0;0;0;0;4881118.961
HVP;4;13.12.2006;11604193.59;55351.8734;0;0;0;0;0;0;0;360.9750764;0;0;0;0;0;0;0;0;0;11659906.43
HVP;5;13.12.2006;0;14009535.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14009535.2
HVP;6;13.12.2006;0;0;0;0;0;0;0;0;0;2467301.067;0;0;0;0;0;0;0;0;0;2467301.067
HVP;7;13.12.2006;0;15307052.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15307052.25
HVP;8;13.12.2006;0;16061984.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16061984.03
